# N=1024 M=10^6
1 1	 59.15
2 1.97	 30.16
3 2.98	 19.81
4 3.93	 15.03
5 3.28	 18.03
6 3.37	 17.53
7 3.35	 17.58
8 3.50	 16.91
9 3.44	 17.17
10	 3.54	16.73
11	 3.72	15.92
12	 3.62	16.36
13	 3.59	16.47
14	 4.36	13.58
15	 6.23	9.50
16	 6.42	9.22
