#20000*94	111.1306	7599
1	1.0021	110.8944	15221	1
2	4.1858	26.5495	8628.5	1.76
3	9.6271	11.5435	6400	2.38	
4	17.0852	6.5045	5279.75	2.88
5	26.9296	4.1267	4612.2	3.3
6	38.6729	2.8736	4173	3.65
7	51.3875	2.1626	3857	3.95
8	64.5958	1.7204	3616.875	4.2
9	62.6264	1.7745	3427.9		4.44
10	68.5906	1.6202	3283.1		4.64
11	76.4046	1.4545	3155.7		4.82
12	79.0965	1.4050	3054.7		4.98
13	85.4982	1.2998	2976.6		5.11
14	89.2400	1.2453	2899.6		5.25
15	88.7908	1.2516	2831.13		5.38
16	91.0458	1.2206	2777.8		5.48
